action_id,incident_id,root_cause,corrective_action,responsible_department,action_start_date,action_end_date,action_status,recurrence_after_action
1471,3660,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-04-13,2025-05-15,Completed,True
1472,3662,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2025-04-14,2025-07-01,Completed,True
1473,3666,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-04-10,2025-05-23,Completed,True
1474,3667,Machine calibration drift,Recalibrate equipment and update process control plan,Quality Assurance,2025-04-11,2025-06-10,Completed,False
1475,3668,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-04-16,2025-06-12,Completed,False
1476,3669,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-04-14,2025-06-06,Completed,False
1477,3670,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-04-17,2025-05-16,Completed,False
1478,3673,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-04-17,2025-07-08,Completed,False
1479,3674,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2025-04-13,2025-09-02,Completed,False
1480,3676,Insufficient process control,Introduce statistical process control on the line,Production,2025-04-15,2025-06-01,Completed,False
1481,3678,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-04-12,2025-05-29,Completed,False
1482,3682,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2025-04-13,2025-06-06,Completed,True
1483,3685,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-04-20,2025-06-19,Completed,False
1484,3688,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-04-15,2025-07-10,Completed,True
1485,3690,Material fatigue under load,Switch to a higher grade material,Quality Assurance,2025-04-18,2025-06-03,Completed,True
1486,3693,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2025-04-20,2025-07-22,Completed,False
1487,3694,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-04-16,2025-05-31,Completed,False
1488,3696,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-04-23,2025-07-09,Completed,False
1489,3697,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2025-04-22,2025-06-03,Completed,True
1490,3698,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2025-04-23,2025-06-08,Completed,True
1491,3699,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2025-04-17,2025-07-13,Completed,False
1492,3702,Substandard raw material,Change material specification,Quality Assurance,2025-04-20,2025-05-16,Completed,True
1493,3703,Material fatigue under load,Switch to a higher grade material,Quality Assurance,2025-04-26,2025-05-20,Completed,True
1494,3705,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2025-04-21,2025-06-02,Completed,False
1495,3707,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-04-24,2025-06-24,Completed,False
1496,3710,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2025-04-24,2025-06-21,Completed,False
1497,3712,Insufficient process control,Introduce statistical process control on the line,Production,2025-04-20,2025-05-21,Completed,False
1498,3715,Insufficient process control,Introduce statistical process control on the line,Production,2025-04-21,2025-06-03,Completed,False
1499,3718,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2025-04-24,2025-06-21,Completed,False
1500,3719,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-04-24,2025-06-30,Completed,False
1501,3720,Incorrect torque settings,Correct torque specification and add torque monitoring,Quality Assurance,2025-04-24,2025-06-10,Completed,True
1502,3721,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-04-30,2025-06-27,Completed,False
1503,3722,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-04-25,2025-06-11,Completed,True
1504,3724,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-04-24,2025-07-22,Completed,False
1505,3725,Missed maintenance schedule,Send service reminders to customers,Customer Service,2025-04-25,2025-05-11,Completed,True
1506,3726,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2025-04-29,2025-09-23,Completed,True
1507,3729,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2025-04-24,2025-05-26,Completed,False
1508,3731,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-04-27,2025-06-05,Completed,True
1509,3733,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2025-04-30,2025-06-07,Completed,False
1510,3736,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2025-04-30,2025-06-11,Completed,False
1511,3737,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-04-26,2025-07-06,Completed,False
1512,3739,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2025-04-29,2025-06-09,Completed,True
1513,3741,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-04-28,2025-07-16,Completed,True
1514,3742,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2025-04-29,2025-05-24,Completed,False
1515,3744,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2025-04-27,2025-05-28,Completed,False
1516,3745,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2025-05-03,2025-06-15,Completed,True
1517,3749,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2025-04-29,2025-06-26,Completed,False
1518,3755,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2025-04-26,2025-06-13,Completed,False
1519,3756,Incorrect assembly sequence,Update work instructions and assembly sequence,Quality Assurance,2025-05-05,2025-06-17,Completed,False
1520,3757,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-05-04,2025-06-08,Completed,False
1521,3760,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-05-04,2025-06-08,Completed,True
1522,3770,Material fatigue under load,Switch to a higher grade material,Quality Assurance,2025-05-03,2025-05-29,Completed,False
1523,3773,Insufficient process control,Introduce statistical process control on the line,Production,2025-05-04,2025-05-20,Completed,False
1524,3774,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2025-05-07,2025-06-03,Completed,False
1525,3775,Material fatigue under load,Switch to a higher grade material,Quality Assurance,2025-05-04,2025-06-04,Completed,False
1526,3779,Insufficient process control,Introduce statistical process control on the line,Production,2025-05-11,2025-07-05,Completed,False
1527,3781,Heat treatment deviation,Require heat treatment certificates from supplier,Quality Assurance,2025-05-07,2025-06-14,Completed,False
1528,3783,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-05-04,2025-06-04,Completed,True
1529,3786,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2025-05-05,2025-07-21,Completed,False
1530,3787,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2025-05-07,2025-06-16,Completed,False
1531,3792,Non-approved modification,Add warning about modifications to warranty terms,Quality Assurance,2025-05-03,2025-06-01,Completed,False
1532,3793,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-05-08,2025-07-18,Completed,False
1533,3794,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2025-05-12,2025-06-18,Completed,False
1534,3802,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-05-12,2025-08-07,Completed,True
1535,3804,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-05-13,2025-07-02,Completed,False
1536,3805,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-05-10,2025-05-31,Completed,False
1537,3806,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-05-16,2025-08-06,Completed,False
1538,3815,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2025-05-11,2025-07-22,Completed,False
1539,3817,Software logic flaw,Release a software update,Design Engineering,2025-05-11,2025-09-06,Completed,True
1540,3825,Software logic flaw,Release a software update,Design Engineering,2025-05-15,2025-09-28,Completed,False
1541,3828,Operator training gap,Retrain operators and add in-line inspection,Quality Assurance,2025-05-16,2025-07-03,Completed,False
1542,3834,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-05-18,2025-06-19,Completed,False
1543,3835,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-05-14,2025-07-05,Completed,True
1544,3839,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2025-05-19,2025-10-09,Completed,False
1545,3840,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-05-17,2025-07-05,Completed,False
1546,3841,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2025-05-20,2025-07-15,Completed,False
1547,3842,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-05-22,2025-08-03,Completed,False
1548,3843,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-05-17,2025-06-20,Completed,True
1549,3845,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-05-17,2025-07-11,Completed,False
1550,3848,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-05-20,2025-06-20,Completed,False
1551,3850,Insufficient process control,Introduce statistical process control on the line,Production,2025-05-22,2025-06-22,Completed,False
1552,3856,Insufficient process control,Introduce statistical process control on the line,Quality Assurance,2025-05-24,2025-07-09,Completed,True
1553,3860,Software logic flaw,Release a software update,Design Engineering,2025-05-20,2025-08-28,Completed,False
1554,3863,Insufficient process control,Introduce statistical process control on the line,Production,2025-05-29,2025-06-22,Completed,False
1555,3864,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2025-05-21,2025-07-11,Completed,False
1556,3866,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2025-05-24,2025-07-10,Completed,False
1557,3870,Substandard raw material,Change material specification,Quality Assurance,2025-05-24,2025-07-12,Completed,False
1558,3871,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2025-05-27,2025-07-09,Completed,False
1559,3874,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-05-24,2025-07-12,Completed,False
1560,3875,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-05-26,2025-06-13,Completed,False
1561,3885,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-05-27,2025-07-01,Completed,True
1562,3888,Software logic flaw,Release a software update,Design Engineering,2025-05-30,2025-09-09,Completed,False
1563,3890,Corrosion due to coating defect,Improve coating process and add corrosion test,Quality Assurance,2025-05-28,2025-07-09,Completed,False
1564,3898,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2025-05-30,2025-06-23,Completed,False
1565,3903,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2025-06-01,2025-07-01,Completed,False
1566,3904,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-06-04,2025-07-13,Completed,True
1567,3905,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2025-06-04,2025-09-15,Completed,False
1568,3910,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-06-01,2025-08-11,Completed,False
1569,3912,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-06-07,2025-07-21,Completed,False
1570,3915,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-06-04,2025-08-03,Completed,False
1571,3919,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-06-08,2025-07-29,Completed,False
1572,3922,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2025-06-06,2025-06-29,Completed,False
1573,3925,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2025-06-06,2025-10-28,Completed,False
1574,3926,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-06-10,2025-08-01,Completed,False
1575,3931,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-06-13,2025-09-07,Completed,False
1576,3933,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2025-06-11,2025-08-16,Completed,True
1577,3941,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2025-06-11,2025-08-02,Completed,True
1578,3942,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2025-06-15,2025-07-05,Completed,False
1579,3943,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-06-09,2025-08-30,Completed,True
1580,3944,Non-approved modification,Add warning about modifications to warranty terms,Customer Service,2025-06-15,2025-06-24,Completed,False
1581,3945,Substandard raw material,Change material specification,Quality Assurance,2025-06-12,2025-07-11,Completed,False
1582,3947,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-06-10,2025-07-18,Completed,True
1583,3948,Non-approved modification,Add warning about modifications to warranty terms,Customer Service,2025-06-19,2025-07-02,Completed,False
1584,3950,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2025-06-11,2025-07-17,Completed,False
1585,3954,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-06-21,2025-09-03,Completed,True
1586,3955,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-06-11,2025-07-24,Completed,True
1587,3961,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-06-14,2025-07-12,Completed,False
1588,3962,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2025-06-11,2025-07-26,Completed,False
1589,3963,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-06-15,2025-07-12,Completed,True
1590,3964,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2025-06-12,2025-07-15,Completed,True
1591,3965,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2025-06-18,2025-10-09,Completed,False
1592,3966,Insufficient process control,Introduce statistical process control on the line,Quality Assurance,2025-06-14,2025-07-10,Completed,False
1593,3967,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-06-17,2025-07-22,Completed,True
1594,3973,Insufficient process control,Introduce statistical process control on the line,Quality Assurance,2025-06-14,2025-07-22,Completed,False
1595,3976,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-06-14,2025-08-31,Completed,True
1596,3977,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2025-06-22,2025-08-21,Completed,False
1597,3979,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-06-19,2025-08-26,Completed,False
1598,3980,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2025-06-15,2025-08-23,Completed,True
1599,3981,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2025-06-18,2025-07-13,Completed,False
1600,3982,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2025-06-20,2025-08-06,Completed,True
1601,3984,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-06-15,2025-07-17,Completed,False
1602,3986,Improper use by customer,Update owner manual and customer communication,Customer Service,2025-06-23,2025-06-30,Completed,False
1603,3987,Corrosion due to coating defect,Improve coating process and add corrosion test,Quality Assurance,2025-06-20,2025-07-17,Completed,False
1604,3988,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-06-19,2025-08-18,Completed,False
1605,3989,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-06-19,2025-07-31,Completed,False
1606,3991,Operator training gap,Add poka-yoke check at the assembly station,Production,2025-06-20,2025-07-10,Completed,False
1607,3995,Machine calibration drift,Recalibrate equipment and update process control plan,Quality Assurance,2025-06-19,2025-07-30,Completed,False
1608,3996,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2025-06-20,2025-09-14,Completed,False
1609,3997,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-06-23,2025-07-29,Completed,True
1610,4000,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-06-22,2025-08-18,Completed,False
1611,4002,Material fatigue under load,Switch to a higher grade material,Quality Assurance,2025-06-24,2025-08-18,Completed,True
1612,4003,Substandard raw material,Change material specification,Quality Assurance,2025-06-29,2025-08-01,Completed,False
1613,4006,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2025-06-20,2025-08-12,Completed,False
1614,4008,Operator training gap,Retrain operators and add in-line inspection,Production,2025-06-19,2025-07-18,Completed,False
1615,4009,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-06-22,2025-09-14,Completed,False
1616,4011,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-06-26,2025-08-14,Completed,False
1617,4014,Corrosion due to coating defect,Improve coating process and add corrosion test,Quality Assurance,2025-06-22,2025-08-12,Completed,False
1618,4015,Incorrect assembly sequence,Update work instructions and assembly sequence,Quality Assurance,2025-06-23,2025-08-04,Completed,False
1619,4018,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2025-06-26,2025-09-11,Completed,False
1620,4019,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2025-06-23,2025-07-23,Completed,False
1621,4024,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-06-30,2025-09-26,Completed,False
1622,4027,Material fatigue under load,Switch to a higher grade material,Supplier Quality,2025-06-29,2025-08-14,Completed,False
1623,4029,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2025-06-29,2025-07-18,Completed,False
1624,4030,Insufficient process control,Introduce statistical process control on the line,Production,2025-06-27,2025-08-10,Completed,False
1625,4031,Insufficient process control,Introduce statistical process control on the line,Production,2025-06-29,2025-08-23,Completed,False
1626,4034,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2025-06-23,2025-08-22,Completed,False
1627,4036,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-06-29,2025-08-17,Completed,False
1628,4045,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-06-29,2025-09-25,Completed,False
1629,4047,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2025-06-25,2025-10-07,Completed,False
1630,4054,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-07-01,2025-08-27,Completed,True
1631,4060,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-07-03,2025-08-29,Completed,False
1632,4064,Operator training gap,Retrain operators and add in-line inspection,Production,2025-07-08,2025-08-24,Completed,False
1633,4066,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2025-07-03,2025-08-04,Completed,False
1634,4067,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-07-04,2025-09-06,Completed,False
1635,4068,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2025-07-06,2025-08-18,Completed,False
1636,4069,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-07-06,2025-08-16,Completed,False
1637,4070,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2025-07-08,2025-08-29,Completed,False
1638,4076,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-07-11,2025-09-24,Completed,False
1639,4081,Operator training gap,Retrain operators and add in-line inspection,Quality Assurance,2025-07-08,2025-09-04,Completed,False
1640,4082,Material fatigue under load,Switch to a higher grade material,Quality Assurance,2025-07-04,2025-08-01,Completed,False
1641,4085,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2025-07-08,2025-08-26,Completed,True
1642,4086,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2025-07-10,2025-08-13,Completed,False
1643,4088,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-07-06,2025-09-28,Completed,True
1644,4090,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2025-07-09,2025-08-29,Completed,True
1645,4091,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2025-07-07,2025-10-27,Completed,False
1646,4092,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-07-10,2025-08-02,Completed,False
1647,4094,Substandard raw material,Change material specification,Supplier Quality,2025-07-11,2025-09-14,Completed,True
1648,4095,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2025-07-11,2025-08-13,Completed,False
1649,4096,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2025-07-08,2025-07-29,Completed,False
1650,4098,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-07-14,2025-09-08,Completed,True
1651,4100,Missed maintenance schedule,Send service reminders to customers,Customer Service,2025-07-12,2025-08-01,Completed,True
1652,4106,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2025-07-16,2025-09-03,Completed,False
1653,4113,Insufficient design margin,Raise design margin through an engineering change,Quality Assurance,2025-07-15,2025-08-27,Completed,False
1654,4114,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2025-07-17,2025-10-13,Completed,False
1655,4116,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-07-19,2025-10-09,Completed,False
1656,4119,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-07-20,2025-09-16,Completed,True
1657,4120,Non-approved modification,Add warning about modifications to warranty terms,Customer Service,2025-07-18,2025-07-27,Completed,False
1658,4122,Corrosion due to coating defect,Improve coating process and add corrosion test,Quality Assurance,2025-07-20,2025-08-25,Completed,False
1659,4124,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-07-18,2025-09-07,Completed,True
1660,4126,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2025-07-19,2025-08-20,Completed,False
1661,4127,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-07-17,2025-10-02,Completed,False
1662,4128,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2025-07-18,2025-09-06,Completed,False
1663,4129,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2025-07-21,2025-09-28,Completed,True
1664,4131,Insufficient process control,Introduce statistical process control on the line,Production,2025-07-23,2025-08-22,Completed,False
1665,4133,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2025-07-25,2025-08-17,Completed,True
1666,4134,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-07-20,2025-08-25,Completed,False
1667,4140,Material fatigue under load,Switch to a higher grade material,Quality Assurance,2025-07-21,2025-09-05,Completed,False
1668,4146,Operator training gap,Retrain operators and add in-line inspection,Quality Assurance,2025-07-26,2025-09-10,Completed,False
1669,4150,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2025-07-27,2025-10-24,Completed,False
1670,4151,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2025-07-24,2025-09-07,Completed,False
1671,4153,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-07-25,2025-08-28,Completed,True
1672,4155,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2025-07-25,2025-09-17,Completed,False
1673,4158,Root cause not identified,Extended monitoring and data collection,Quality Assurance,2025-07-24,2025-08-13,Completed,False
1674,4159,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-07-20,2025-09-06,Completed,False
1675,4161,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2025-07-23,2025-08-20,Completed,False
1676,4162,Corrosion due to coating defect,Improve coating process and add corrosion test,Quality Assurance,2025-07-25,2025-09-23,Completed,False
1677,4163,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-07-27,2025-10-08,Completed,True
1678,4164,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-07-30,2025-09-07,Completed,True
1679,4165,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2025-07-29,2025-09-20,Completed,False
1680,4168,Substandard raw material,Change material specification,Quality Assurance,2025-07-28,2025-09-24,Completed,False
1681,4177,Tolerance stack-up in design,Revise tolerances in the design drawings,Quality Assurance,2025-07-31,2025-09-01,Completed,False
1682,4178,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2025-07-30,2025-08-27,Completed,True
1683,4180,Software logic flaw,Release a software update,Design Engineering,2025-07-31,2025-10-25,Completed,False
1684,4182,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2025-08-01,2025-12-15,Completed,False
1685,4185,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2025-08-08,2025-09-24,Completed,False
1686,4188,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2025-08-04,2025-08-26,Completed,True
1687,4190,Insufficient design margin,Raise design margin through an engineering change,Quality Assurance,2025-08-01,2025-09-04,Completed,False
1688,4192,Insufficient process control,Introduce statistical process control on the line,Production,2025-07-30,2025-09-19,Completed,False
1689,4195,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2025-08-06,2025-10-02,Completed,False
1690,4197,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2025-08-03,2025-09-06,Completed,False
1691,4198,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2025-08-05,2025-09-09,Completed,False
1692,4202,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-08-02,2025-09-21,Completed,True
1693,4203,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-07-31,2025-09-13,Completed,False
1694,4208,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-08-05,2025-09-25,Completed,False
1695,4213,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-08-06,2025-09-19,Completed,False
1696,4217,Insufficient design margin,Raise design margin through an engineering change,Quality Assurance,2025-08-07,2025-09-30,Completed,False
1697,4218,Corrosion due to coating defect,Improve coating process and add corrosion test,Quality Assurance,2025-08-08,2025-09-06,Completed,False
1698,4219,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-08-05,2025-10-19,Completed,False
1699,4220,Machine calibration drift,Recalibrate equipment and update process control plan,Production,2025-08-07,2025-10-02,Completed,False
1700,4224,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2025-08-07,2025-10-17,Completed,False
1701,4225,Material fatigue under load,Switch to a higher grade material,Quality Assurance,2025-08-07,2025-09-13,Completed,False
1702,4229,Intermittent fault not reproducible,Collect field data and repeat diagnostics,Quality Assurance,2025-08-07,2025-09-17,Completed,False
1703,4230,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2025-08-08,2025-11-01,Completed,True
1704,4231,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2025-08-14,2025-10-24,Completed,False
1705,4232,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2025-08-05,2025-08-29,Completed,False
1706,4236,Root cause not identified,Extended monitoring and data collection,Quality Assurance,2025-08-11,2025-09-08,Completed,False
1707,4237,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-08-08,2025-09-20,Completed,True
1708,4240,Software logic flaw,Release a software update,Design Engineering,2025-08-11,2025-12-21,Completed,False
1709,4241,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-08-07,2025-09-28,Completed,True
1710,4245,Incorrect assembly sequence,Update work instructions and assembly sequence,Production,2025-08-14,2025-09-25,Completed,False
1711,4248,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-08-11,2025-10-01,Completed,False
1712,4251,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2025-08-16,2025-10-18,Completed,False
1713,4252,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2025-08-24,2025-10-18,Completed,False
1714,4253,Corrosion due to coating defect,Improve coating process and add corrosion test,Quality Assurance,2025-08-14,2025-09-05,Completed,False
1715,4258,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2025-08-13,2025-11-10,Completed,False
